Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,success_schema,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
44,7,14,1,0,0,0,0,65,16,20,47,4.574999999999997,1.3419999999999992,8.356999999999994,0.488,14,7,14,5,24,7,26,5,0,0,21,5.25,2,1,L,0.18864814814814815,0.1917142857142857,0.3214230769230768,0.09759999999999999
44,8,15,1,2,3.1719999999999975,12,23,87,118,117,119,17.079999999999988,3.537999999999997,1.585999999999999,9.576999999999993,20,10,8,16,86,13,9,45,4,0.5,15,2.25,2,1,L,0.19083486238532107,0.27215384615384614,0.17622222222222222,0.2128222222222222
44,8,16,1,1,33.854999999999976,12,141,81,73,1,7,35.013999999999974,1.463999999999999,9.332999999999993,0.305,18,5,15,2,148,5,40,2,3,0,18,4.5,2,1,L,0.23658108108108106,0.29279999999999995,0.23332499999999998,0.1525
44,9,17,1,2,0,0,0,56,55,86,110,0.9759999999999995,0.9149999999999996,5.855999999999995,4.940999999999996,4,5,14,12,4,6,28,21,4,0,13,3.25,0,1,L,0.24302399999999996,0.1525,0.20914285714285713,0.23528571428571426
44,9,18,1,11,61.30499999999995,12,248,67,99,63,72,61.54899999999995,0.6709999999999998,1.0369999999999995,1.4029999999999991,16,2,5,8,252,2,6,8,4,0.5,26,3.5,11,1,L,0.24424206349206345,0.3355,0.17283333333333334,0.175375
44,10,19,1,3,48.73899999999996,17,207,31,36,28,34,48.92199999999996,1.0369999999999995,0.7319999999999998,5.123999999999996,18,7,3,13,208,8,4,20,5,1,60,5,"3,11",1,L,0.23520192307692306,0.129625,0.183,0.2562
44,10,20,1,11,36.17299999999997,20,154,66,10,67,5,39.46699999999997,2.622999999999998,0.061,0.8539999999999996,20,8,1,4,171,10,1,4,4,0,20,5,3,1,L,0.23080116959064326,0.2623,0.061,0.2135
44,11,21,1,13,69.35700000000057,17,292,89,86,115,45,70.15000000000057,2.622999999999998,4.635999999999997,0.061,19,8,13,1,295,11,28,1,2,0,13,3.25,3,1,L,0.2377966101694915,0.23845454545454542,0.16557142857142856,0.061
44,11,22,1,3,11.71199999999999,18,56,18,68,64,75,85.15600000000103,0.427,0.061,0.244,20,3,1,2,359,3,1,2,5,0,17,4.25,0,1,L,0.23924462365591395,0.14233333333333334,0.061,0.122
45,1,1,1,11,54.411999999999956,15,218,63,61,12,7,56.302999999999955,4.208999999999997,1.7079999999999989,4.940999999999996,20,11,3,11,226,17,4,19,4,0,20,5,0,1,L,0.24912831858407078,0.2475882352941176,0.42699999999999994,0.2600526315789473
45,1,2,1,2,27.510999999999978,20,136,57,51,33,74,29.218999999999976,5.428999999999996,3.1109999999999975,0.8539999999999996,20,15,10,4,140,26,12,5,4,0,16,4,0,1,L,0.20870714285714284,0.20880769230769228,0.25925,0.1708
45,2,3,1,12,15.005999999999988,15,70,43,45,40,44,15.920999999999987,1.4029999999999991,2.1959999999999984,0.6099999999999999,19,7,9,3,74,7,10,3,5,1,60,5,12,1,L,0.21514864864864863,0.2004285714285714,0.21959999999999996,0.20333333333333334
45,2,4,1,1,30.926999999999975,20,131,81,75,73,16,33.061999999999976,1.0979999999999994,1.8299999999999987,0.8539999999999996,20,2,8,3,144,2,9,3,3,0.5,24,3.75,"1,12",1,L,0.2295972222222222,0.5489999999999997,0.20333333333333334,0.2846666666666667
45,3,5,1,12,0.061,1,1,15,38,40,76,7.9299999999999935,0.427,0.244,0.9759999999999995,18,2,3,8,37,2,3,8,5,0,19,4.75,0,1,L,0.20704807692307692,0.222,0.08133333333333333,0.122
